institute,date,election,sample_size,election_date,days_to_election,cdu,spd,fdp,gru,lin,afd,oth
allensbach,1992-04-01,1994.0,1400.0,1994-10-16,928.0,36.6,34.3,12.0,10.1,2.0,,5.0
allensbach,1992-04-28,1994.0,1400.0,1994-10-16,901.0,32.2,33.9,11.6,10.6,2.2,,9.5
allensbach,1992-06-07,1994.0,1400.0,1994-10-16,861.0,33.4,37.8,9.3,8.6,2.2,,8.700000000000003
allensbach,1992-06-29,1994.0,1400.0,1994-10-16,839.0,34.3,34.8,9.7,11.2,2.3,,7.700000000000003
allensbach,1992-07-29,1994.0,1400.0,1994-10-16,809.0,34.9,33.7,10.1,10.9,2.3,,8.099999999999994
allensbach,1992-08-23,1994.0,1400.0,1994-10-16,784.0,32.6,36.9,10.7,9.2,2.6,,8.0
allensbach,1992-09-24,1994.0,1400.0,1994-10-16,752.0,33.2,38.2,9.3,8.3,2.5,,8.5
allensbach,1992-10-19,1994.0,1400.0,1994-10-16,727.0,35.3,35.0,10.5,8.5,2.6,,8.100000000000009
allensbach,1992-11-03,1994.0,1400.0,1994-10-16,712.0,33.6,37.9,10.3,9.4,2.9,,5.900000000000006
allensbach,1992-11-30,1994.0,1400.0,1994-10-16,685.0,34.9,36.7,9.9,9.0,2.3,,7.200000000000003
allensbach,1993-02-02,1994.0,1400.0,1994-10-16,621.0,31.6,38.8,9.5,11.8,2.9,,5.400000000000006
allensbach,1993-03-05,1994.0,1400.0,1994-10-16,590.0,32.8,37.6,10.1,10.4,2.4,,6.700000000000003
allensbach,1993-03-30,1994.0,1400.0,1994-10-16,565.0,32.8,33.3,10.8,11.9,3.1,,8.100000000000009
allensbach,1993-04-29,1994.0,1400.0,1994-10-16,535.0,33.1,35.2,9.7,11.1,2.9,,8.0
allensbach,1993-06-10,1994.0,1400.0,1994-10-16,493.0,35.6,33.0,9.5,12.6,2.4,,6.900000000000006
allensbach,1993-07-07,1994.0,1400.0,1994-10-16,466.0,35.3,34.5,11.2,10.7,3.3,,5.0
allensbach,1993-09-02,1994.0,1400.0,1994-10-16,409.0,33.8,37.6,11.1,10.2,2.8,,4.5
allensbach,1993-10-03,1994.0,1400.0,1994-10-16,378.0,30.9,35.4,10.9,12.1,4.4,,6.299999999999997
allensbach,1993-11-05,1994.0,1400.0,1994-10-16,345.0,32.9,35.3,10.4,13.6,3.2,,4.6000000000000085
allensbach,1993-12-05,1994.0,1400.0,1994-10-16,315.0,32.4,37.1,10.9,11.0,2.7,,5.900000000000006
allensbach,1993-12-19,1994.0,1400.0,1994-10-16,301.0,33.2,37.1,8.4,10.2,5.3,,5.799999999999997
allensbach,1994-02-02,1994.0,1400.0,1994-10-16,256.0,35.1,40.9,7.7,9.0,3.4,,3.9000000000000057
allensbach,1994-02-21,1994.0,1400.0,1994-10-16,237.0,33.3,38.0,9.5,9.7,3.6,,5.900000000000006
allensbach,1994-03-14,1994.0,1400.0,1994-10-16,216.0,32.5,38.3,9.1,11.5,3.5,,5.1000000000000085
allensbach,1994-04-11,1994.0,1400.0,1994-10-16,188.0,34.9,40.6,8.2,9.7,3.2,,3.4000000000000057
allensbach,1994-05-10,1994.0,1400.0,1994-10-16,159.0,34.4,36.3,8.2,13.8,3.7,,3.6000000000000085
allensbach,1994-06-20,1994.0,1400.0,1994-10-16,118.0,37.7,35.3,6.5,11.5,3.5,,5.5
allensbach,1994-07-06,1994.0,1400.0,1994-10-16,102.0,38.7,34.4,7.9,10.5,4.2,,4.299999999999997
allensbach,1990-12-03,1994.0,1400.0,1994-10-16,1413.0,42.0,34.8,9.8,10.1,,,3.299999999999997
allensbach,1990-12-17,1994.0,1400.0,1994-10-16,1399.0,43.7,32.4,11.6,7.9,,,4.400000000000006
allensbach,1991-03-26,1994.0,1400.0,1994-10-16,1300.0,34.4,37.7,11.9,9.2,2.6,,4.200000000000003
allensbach,1991-05-08,1994.0,1400.0,1994-10-16,1257.0,35.5,37.2,13.4,7.6,2.8,,3.5
allensbach,1991-06-17,1994.0,1400.0,1994-10-16,1217.0,37.3,38.0,10.9,8.6,1.8,,3.4000000000000057
allensbach,1991-07-29,1994.0,1400.0,1994-10-16,1175.0,33.3,39.7,12.2,10.1,1.8,,2.9000000000000057
allensbach,1992-12-13,1994.0,1400.0,1994-10-16,672.0,34.4,37.8,9.5,9.0,2.4,,6.900000000000006
allensbach,1994-06-02,1994.0,1400.0,1994-10-16,136.0,36.0,37.3,8.6,10.6,3.1,,4.400000000000006
allensbach,1994-08-05,1994.0,1400.0,1994-10-16,72.0,40.9,32.7,9.3,10.1,3.7,,3.299999999999997
allensbach,1994-09-01,1994.0,1400.0,1994-10-16,45.0,40.4,34.2,8.2,10.2,4.3,,2.700000000000003
allensbach,1994-09-08,1994.0,1400.0,1994-10-16,38.0,42.3,33.0,7.2,9.3,4.0,,4.200000000000003
allensbach,1994-09-15,1994.0,1400.0,1994-10-16,31.0,41.4,34.3,8.5,9.5,3.6,,2.700000000000003
allensbach,1994-09-30,1994.0,1400.0,1994-10-16,16.0,41.1,35.1,8.2,8.0,4.5,,3.0999999999999943
allensbach,1994-10-06,1994.0,1400.0,1994-10-16,10.0,40.6,35.0,8.0,8.0,4.0,,4.400000000000006
allensbach,1994-10-14,1994.0,1400.0,1994-10-16,2.0,42.0,34.9,8.0,8.1,3.9,,3.1000000000000085
allensbach,1994-08-17,1994.0,1400.0,1994-10-16,60.0,39.9,33.8,7.2,11.3,3.1,,4.700000000000003
fgruppe_wahlen,1998-05-15,1998.0,,1998-09-27,135.0,35.0,43.0,5.0,8.0,5.0,,4.0
emnid,1998-05-08,1998.0,,1998-09-27,142.0,35.0,43.0,6.0,6.0,5.0,,5.0
forsa,1998-05-20,1998.0,,1998-09-27,130.0,33.0,45.0,5.0,5.0,6.0,,6.0
allensbach,1998-06-17,1998.0,,1998-09-27,102.0,31.1,44.4,6.900000095367432,7.6,5.7,,4.299999999999997
allensbach,1998-08-12,1998.0,,1998-09-27,46.0,33.0,43.8,6.599999904632568,7.0,5.199999809265137,,4.400001049041748
fgruppe_wahlen,1998-04-17,1998.0,,1998-09-27,163.0,35.0,43.0,5.0,8.0,4.0,,5.0
allensbach,1998-09-02,1998.0,,1998-09-27,25.0,35.5,41.1,6.099999904632568,7.0,4.900000095367432,,5.400000000000006
fgruppe_wahlen,1998-06-19,1998.0,,1998-09-27,100.0,36.0,42.0,5.0,8.0,4.0,,5.0
emnid,1998-05-01,1998.0,,1998-09-27,149.0,35.0,44.0,6.0,6.0,4.0,,5.0
allensbach,1998-05-20,1998.0,,1998-09-27,130.0,31.0,45.5,5.699999809265137,7.5,5.9,,4.400000000000006
emnid,1998-04-24,1998.0,,1998-09-27,156.0,35.0,43.0,6.0,6.0,5.0,,5.0
forsa,1998-05-27,1998.0,,1998-09-27,123.0,35.0,43.0,4.0,6.0,6.0,,6.0
allensbach,1998-08-26,1998.0,,1998-09-27,32.0,35.2,42.7,6.0,6.3,5.300000190734863,,4.5
emnid,1998-05-22,1998.0,,1998-09-27,128.0,37.0,43.0,5.0,6.0,4.0,,5.0
allensbach,1998-08-19,1998.0,,1998-09-27,39.0,34.5,42.9,5.800000190734863,7.0,5.199999809265137,,4.599998474121094
forsa,1998-09-09,1998.0,,1998-09-27,18.0,37.0,43.0,4.0,6.0,4.0,,6.0
forsa,1998-06-04,1998.0,,1998-09-27,115.0,36.0,43.0,4.0,6.0,6.0,,5.0
allensbach,1998-04-29,1998.0,,1998-09-27,151.0,31.3,45.2,5.800000190734863,8.5,5.2,,4.0
allensbach,1998-09-23,1998.0,,1998-09-27,4.0,36.1,41.1,6.5,7.0,4.699999809265137,,4.599999999999994
fgruppe_wahlen,1998-08-14,1998.0,,1998-09-27,44.0,38.0,42.0,5.0,6.0,4.0,,5.0
forsa,1998-09-10,1998.0,,1998-09-27,17.0,37.0,42.0,4.0,6.0,5.0,,6.0
forsa,1998-09-11,1998.0,,1998-09-27,16.0,37.0,43.0,4.0,6.0,4.0,,6.0
emnid,1998-04-17,1998.0,,1998-09-27,163.0,36.0,41.0,6.0,6.0,5.0,,6.0
fgruppe_wahlen,1998-03-13,1998.0,,1998-09-27,198.0,36.0,41.0,5.0,9.0,4.0,,5.0
fgruppe_wahlen,1998-09-04,1998.0,,1998-09-27,23.0,38.0,41.0,5.0,6.0,4.0,,6.0
allensbach,1998-09-16,1998.0,,1998-09-27,11.0,35.5,41.4,6.599999904632568,7.0,5.0,,4.5
forsa,1998-09-24,1998.0,,1998-09-27,3.0,38.0,42.0,5.0,6.0,4.0,,5.0
forsa,1998-09-12,1998.0,,1998-09-27,15.0,36.0,42.0,5.0,6.0,5.0,,6.0
forsa,1998-09-22,1998.0,,1998-09-27,5.0,38.0,41.0,5.0,7.0,4.0,,5.0
forsa,1998-09-23,1998.0,,1998-09-27,4.0,37.0,42.0,6.0,6.0,4.0,,5.0
allensbach,1998-09-09,1998.0,,1998-09-27,18.0,35.6,40.8,7.199999809265137,7.5,4.5,,4.400000000000006
fgruppe_wahlen,1998-09-18,1998.0,,1998-09-27,9.0,37.5,39.5,5.5,6.0,4.5,,7.0
forsa,1998-06-18,1998.0,,1998-09-27,101.0,36.0,43.0,4.0,7.0,5.0,,5.0
emnid,1998-05-29,1998.0,,1998-09-27,121.0,37.0,44.0,5.0,5.0,5.0,,4.0
emnid,1998-04-10,1998.0,,1998-09-27,170.0,35.0,41.0,6.0,7.0,4.0,,7.0
forsa,1998-05-06,1998.0,,1998-09-27,144.0,32.0,46.0,6.0,6.0,5.0,,5.0
forsa,1998-05-13,1998.0,,1998-09-27,137.0,33.0,46.0,5.0,5.0,5.0,,6.0
infratest_dimap,1998-09-05,1998.0,,1998-09-27,22.0,37.0,43.0,5.0,7.0,4.0,,4.0
infratest_dimap,1998-09-12,1998.0,,1998-09-27,15.0,37.0,42.0,5.0,7.0,4.0,,5.0
infratest_dimap,1998-09-19,1998.0,,1998-09-27,8.0,38.0,41.0,6.0,7.0,5.0,,3.0
forsa,1998-09-25,1998.0,,1998-09-27,2.0,38.0,42.0,5.0,6.0,4.0,,5.0
fgruppe_wahlen,1998-07-17,1998.0,,1998-09-27,72.0,37.0,42.0,5.0,7.0,4.0,,5.0
forsa,1998-09-14,1998.0,,1998-09-27,13.0,36.0,42.0,5.0,6.0,5.0,,6.0
emnid,1998-06-05,1998.0,,1998-09-27,114.0,37.0,43.0,6.0,4.0,4.0,,6.0
forsa,1998-09-16,1998.0,,1998-09-27,11.0,38.0,42.0,4.0,7.0,4.0,,5.0
allensbach,1998-09-26,1998.0,,1998-09-27,1.0,36.0,40.5,6.5,6.0,5.0,,6.0
forsa,1998-04-08,1998.0,,1998-09-27,172.0,34.0,44.0,5.0,6.0,6.0,,5.0
emnid,1998-04-03,1998.0,,1998-09-27,177.0,36.0,41.0,5.0,7.0,4.0,,7.0
fgruppe_wahlen,1998-01-16,1998.0,,1998-09-27,254.0,37.0,38.0,6.0,10.0,4.0,,5.0
allensbach,1998-03-25,1998.0,,1998-09-27,186.0,32.1,42.7,5.800000190734863,10.2,5.4,,3.799999999999997
infratest_dimap,1998-09-26,1998.0,,1998-09-27,1.0,38.0,40.0,6.0,7.0,5.0,,4.0
forsa,1998-06-11,1998.0,,1998-09-27,108.0,36.0,43.0,4.0,6.0,6.0,,5.0
infratest_dimap,1998-04-11,1998.0,,1998-09-27,169.0,35.0,45.0,5.0,6.0,4.0,,5.0
forsa,1998-09-15,1998.0,,1998-09-27,12.0,38.0,41.0,5.0,7.0,4.0,,5.0
infratest_dimap,1998-04-25,1998.0,,1998-09-27,155.0,36.0,45.0,5.0,6.0,4.0,,4.0
forsa,1998-04-02,1998.0,,1998-09-27,178.0,34.0,44.0,5.0,6.0,6.0,,5.0
forsa,1998-09-18,1998.0,,1998-09-27,9.0,38.0,42.0,5.0,6.0,4.0,,5.0
forsa,1998-09-19,1998.0,,1998-09-27,8.0,38.0,42.0,5.0,6.0,4.0,,5.0
forsa,1998-04-16,1998.0,,1998-09-27,164.0,35.0,43.0,5.0,6.0,5.0,,6.0
forsa,1998-09-21,1998.0,,1998-09-27,6.0,38.0,41.0,5.0,7.0,4.0,,5.0
fgruppe_wahlen,1998-02-13,1998.0,,1998-09-27,226.0,37.0,39.0,6.0,10.0,4.0,,4.0
emnid,1998-06-12,1998.0,,1998-09-27,107.0,36.0,41.0,6.0,6.0,5.0,,6.0
infratest_dimap,1998-04-18,1998.0,,1998-09-27,162.0,36.0,45.0,5.0,6.0,4.0,,4.0
forsa,1998-09-17,1998.0,,1998-09-27,10.0,38.0,42.0,4.0,7.0,4.0,,5.0
emnid,1998-06-19,1998.0,,1998-09-27,100.0,37.0,42.0,6.0,6.0,4.0,,5.0
emnid,1998-06-26,1998.0,,1998-09-27,93.0,37.0,42.0,6.0,6.0,5.0,,4.0
infratest_dimap,1998-08-29,1998.0,,1998-09-27,29.0,38.0,43.0,5.0,6.0,4.0,,4.0
forsa,1998-06-25,1998.0,,1998-09-27,94.0,36.0,43.0,4.0,6.0,6.0,,5.0
fgruppe_wahlen,1998-09-11,1998.0,,1998-09-27,16.0,37.0,41.0,6.0,6.0,4.0,,6.0
emnid,1998-07-10,1998.0,,1998-09-27,79.0,37.0,42.0,6.0,5.0,4.0,,6.0
emnid,1998-08-07,1998.0,,1998-09-27,51.0,38.0,41.0,6.0,6.0,4.0,,5.0
emnid,1998-05-15,1998.0,,1998-09-27,135.0,35.0,43.0,6.0,6.0,5.0,,5.0
forsa,1998-07-23,1998.0,,1998-09-27,66.0,36.0,43.0,5.0,6.0,5.0,,5.0
emnid,1998-07-03,1998.0,,1998-09-27,86.0,37.0,42.0,6.0,6.0,5.0,,4.0
forsa,1998-07-02,1998.0,,1998-09-27,87.0,35.0,43.0,5.0,5.0,6.0,,6.0
emnid,1998-07-17,1998.0,,1998-09-27,72.0,37.0,42.0,5.0,5.0,4.0,,7.0
emnid,1998-07-24,1998.0,,1998-09-27,65.0,37.0,42.0,5.0,6.0,4.0,,6.0
emnid,1998-07-31,1998.0,,1998-09-27,58.0,37.0,41.0,5.0,7.0,4.0,,6.0
emnid,1998-08-14,1998.0,,1998-09-27,44.0,38.0,41.0,5.0,6.0,4.0,,6.0
forsa,1998-09-06,1998.0,,1998-09-27,21.0,37.0,42.0,5.0,6.0,4.0,,6.0
forsa,1998-09-07,1998.0,,1998-09-27,20.0,37.0,43.0,5.0,6.0,4.0,,5.0
forsa,1998-09-08,1998.0,,1998-09-27,19.0,37.0,43.0,4.0,7.0,4.0,,5.0
forsa,1998-07-09,1998.0,,1998-09-27,80.0,34.0,43.0,5.0,6.0,6.0,,6.0
forsa,1998-07-16,1998.0,,1998-09-27,73.0,36.0,43.0,5.0,6.0,4.0,,6.0
forsa,1998-07-30,1998.0,,1998-09-27,59.0,36.0,43.0,5.0,6.0,4.0,,6.0
infratest_dimap,1998-04-04,1998.0,,1998-09-27,176.0,34.0,46.0,5.0,6.0,4.0,,5.0
forsa,1998-08-06,1998.0,,1998-09-27,52.0,37.0,43.0,4.0,7.0,5.0,,4.0
infratest_dimap,1998-06-27,1998.0,,1998-09-27,92.0,36.0,44.0,5.0,7.0,5.0,,3.0
infratest_dimap,1998-07-04,1998.0,,1998-09-27,85.0,35.0,44.0,5.0,7.0,4.0,,5.0
infratest_dimap,1998-07-11,1998.0,,1998-09-27,78.0,36.0,44.0,5.0,6.0,4.0,,5.0
infratest_dimap,1998-07-18,1998.0,,1998-09-27,71.0,37.0,43.0,5.0,7.0,4.0,,4.0
infratest_dimap,1998-05-02,1998.0,,1998-09-27,148.0,35.0,45.0,5.0,6.0,4.0,,5.0
infratest_dimap,1998-05-16,1998.0,,1998-09-27,134.0,35.0,44.0,5.0,6.0,5.0,,5.0
forsa,1998-09-20,1998.0,,1998-09-27,7.0,38.0,42.0,5.0,6.0,4.0,,5.0
infratest_dimap,1998-06-13,1998.0,,1998-09-27,106.0,36.0,44.0,5.0,7.0,4.0,,4.0
infratest_dimap,1998-08-08,1998.0,,1998-09-27,50.0,37.0,42.0,6.0,7.0,4.0,,4.0
forsa,1998-09-05,1998.0,,1998-09-27,22.0,37.0,42.0,5.0,6.0,4.0,,6.0
infratest_dimap,1998-08-22,1998.0,,1998-09-27,36.0,38.0,43.0,5.0,6.0,4.0,,8.0
forsa,1998-09-04,1998.0,,1998-09-27,23.0,37.0,42.0,5.0,7.0,4.0,,5.0
forsa,1998-09-03,1998.0,,1998-09-27,24.0,37.0,42.0,5.0,6.0,4.0,,6.0
infratest_dimap,1998-05-09,1998.0,,1998-09-27,141.0,34.0,44.0,6.0,6.0,5.0,,5.0
forsa,1998-09-01,1998.0,,1998-09-27,26.0,37.0,42.0,5.0,5.0,5.0,,6.0
infratest_dimap,1998-05-23,1998.0,,1998-09-27,127.0,37.0,43.0,4.0,6.0,5.0,,5.0
infratest_dimap,1998-05-30,1998.0,,1998-09-27,120.0,36.0,44.0,5.0,6.0,4.0,,5.0
infratest_dimap,1998-06-06,1998.0,,1998-09-27,113.0,35.0,44.0,5.0,7.0,4.0,,5.0
infratest_dimap,1998-07-25,1998.0,,1998-09-27,64.0,37.0,43.0,5.0,7.0,4.0,,4.0
infratest_dimap,1998-06-20,1998.0,,1998-09-27,99.0,36.0,43.0,5.0,7.0,5.0,,4.0
forsa,1998-08-20,1998.0,,1998-09-27,38.0,38.0,43.0,4.0,6.0,4.0,,5.0
forsa,1998-08-13,1998.0,,1998-09-27,45.0,37.0,43.0,4.0,6.0,4.0,,6.0
forsa,1998-09-02,1998.0,,1998-09-27,25.0,37.0,42.0,5.0,6.0,4.0,,6.0
forsa,1998-08-31,1998.0,,1998-09-27,27.0,38.0,42.0,4.0,6.0,5.0,,5.0
forsa,1998-08-30,1998.0,,1998-09-27,28.0,38.0,42.0,4.0,6.0,5.0,,5.0
forsa,1998-08-28,1998.0,,1998-09-27,30.0,38.0,42.0,4.0,6.0,5.0,,5.0
forsa,1998-08-27,1998.0,,1998-09-27,31.0,37.0,42.0,4.0,6.0,5.0,,6.0
forsa,1998-08-22,1998.0,,1998-09-27,36.0,38.0,43.0,4.0,6.0,4.0,,5.0
emnid,1998-08-21,1998.0,,1998-09-27,37.0,39.0,42.0,5.0,6.0,4.0,,4.0
emnid,1998-08-28,1998.0,,1998-09-27,30.0,38.0,41.0,5.0,6.0,4.0,,6.0
emnid,1998-09-11,1998.0,,1998-09-27,16.0,38.0,41.0,5.0,6.0,5.0,,5.0
allensbach,1998-07-08,1998.0,,1998-09-27,81.0,31.799999237060547,43.79999923706055,7.099999904632568,7.599999904632568,5.400000095367432,,4.300001621246338
infratest_dimap,1998-08-01,1998.0,,1998-09-27,57.0,36.0,43.0,5.0,7.0,4.0,,5.0
infratest_dimap,1998-08-15,1998.0,,1998-09-27,43.0,37.0,42.0,5.0,7.0,5.0,,4.0
allensbach,1994-11-20,1998.0,1400.0,1998-09-27,1407.0,40.2,35.8,7.0,9.5,4.9,,2.5999999999999943
allensbach,1994-12-15,1998.0,1400.0,1998-09-27,1382.0,39.3,36.2,5.7,10.9,5.4,,2.5
allensbach,1995-01-31,1998.0,1400.0,1998-09-27,1335.0,38.8,36.1,7.1,10.1,5.0,,2.9000000000000057
allensbach,1995-04-02,1998.0,1400.0,1998-09-27,1274.0,40.6,36.0,5.5,10.2,4.5,,3.200000000000003
allensbach,1995-04-28,1998.0,1400.0,1998-09-27,1248.0,39.7,34.6,5.8,12.4,4.8,,2.6999999999999886
allensbach,1995-06-05,1998.0,1400.0,1998-09-27,1210.0,41.5,33.3,5.5,12.9,4.3,,2.5
allensbach,1995-06-22,1998.0,1400.0,1998-09-27,1193.0,40.3,34.8,4.8,13.1,4.7,,2.3000000000000114
allensbach,1995-08-09,1998.0,1400.0,1998-09-27,1145.0,39.3,32.1,7.6,14.1,3.9,,3.0
allensbach,1995-09-03,1998.0,1400.0,1998-09-27,1120.0,40.7,34.6,5.7,12.2,3.7,,3.0999999999999943
allensbach,1995-10-02,1998.0,1400.0,1998-09-27,1091.0,39.8,33.4,6.8,12.5,4.6,,2.9000000000000057
allensbach,1995-10-22,1998.0,1400.0,1998-09-27,1071.0,42.2,30.1,5.6,13.9,5.5,,2.6999999999999886
allensbach,1995-11-05,1998.0,1400.0,1998-09-27,1057.0,42.8,28.9,6.4,13.0,5.8,,3.1000000000000085
allensbach,1995-12-10,1998.0,1400.0,1998-09-27,1022.0,41.9,30.9,5.5,13.3,5.4,,3.0
allensbach,1995-12-17,1998.0,1400.0,1998-09-27,1015.0,38.8,33.1,6.5,13.6,5.4,,2.5999999999999943
allensbach,1996-02-12,1998.0,1400.0,1998-09-27,958.0,37.5,34.2,6.7,13.2,5.2,,3.200000000000003
allensbach,1995-03-02,1998.0,1400.0,1998-09-27,1305.0,38.8,35.5,6.3,11.2,4.5,,3.700000000000003
emnid,1998-09-04,1998.0,,1998-09-27,23.0,37.0,42.0,5.0,6.0,5.0,,5.0
emnid,1998-09-18,1998.0,,1998-09-27,9.0,39.0,41.0,5.0,6.0,5.0,,4.0
emnid,1998-09-25,1998.0,,1998-09-27,2.0,39.0,40.0,5.0,7.0,4.0,,5.0
fgruppe_wahlen,1994-10-16,1998.0,,1998-09-27,1442.0,41.5,36.4,6.9,7.3,4.4,,3.5
allensbach,1996-03-10,1998.0,1400.0,1998-09-27,931.0,36.4,34.0,6.8,13.2,6.2,,3.4000000000000057
allensbach,1997-05-08,1998.0,1400.0,1998-09-27,507.0,34.2,36.0,6.1,14.2,5.5,,4.0
allensbach,1997-06-05,1998.0,1400.0,1998-09-27,479.0,33.8,36.6,6.0,14.0,5.5,,4.099999999999994
allensbach,1997-07-06,1998.0,1400.0,1998-09-27,448.0,33.2,37.6,6.4,13.5,5.6,,3.6999999999999886
allensbach,1997-08-11,1998.0,1400.0,1998-09-27,412.0,33.4,37.6,6.9,13.1,5.2,,3.799999999999997
allensbach,1997-09-08,1998.0,1400.0,1998-09-27,384.0,33.3,38.6,6.5,12.9,4.8,,3.9000000000000057
allensbach,1997-10-08,1998.0,1400.0,1998-09-27,354.0,33.0,37.7,6.6,13.0,5.3,,4.3999999999999915
allensbach,1997-11-10,1998.0,1400.0,1998-09-27,321.0,34.7,37.0,6.1,12.8,5.1,,4.299999999999997
allensbach,1997-12-09,1998.0,1400.0,1998-09-27,292.0,33.1,38.7,6.9,11.9,5.2,,4.199999999999989
allensbach,1997-12-28,1998.0,1400.0,1998-09-27,273.0,33.1,38.7,6.0,12.1,4.8,,5.299999999999997
allensbach,1998-02-17,1998.0,1400.0,1998-09-27,222.0,32.9,39.9,6.1,11.7,5.0,,4.400000000000006
forsa,1997-01-24,1998.0,2515.0,1998-09-27,611.0,38.0,37.0,5.0,11.0,5.0,,4.0
fgruppe_wahlen,1998-09-19,1998.0,,1998-09-27,8.0,37.5,39.5,5.5,6.0,4.5,,7.0
fgruppe_wahlen,1998-06-20,1998.0,,1998-09-27,99.0,36.0,42.0,5.0,8.0,4.0,,5.0
fgruppe_wahlen,1998-05-26,1998.0,,1998-09-27,124.0,35.0,43.0,5.0,8.0,4.0,,5.0
fgruppe_wahlen,1997-12-15,1998.0,,1998-09-27,286.0,37.0,38.0,6.0,10.0,4.0,,5.0
fgruppe_wahlen,1997-11-15,1998.0,,1998-09-27,316.0,37.0,38.0,6.0,10.0,4.0,,5.0
fgruppe_wahlen,1997-10-15,1998.0,,1998-09-27,347.0,38.0,38.0,6.0,9.0,4.0,,5.0
fgruppe_wahlen,1997-09-15,1998.0,,1998-09-27,377.0,37.0,39.0,6.0,9.0,4.0,,5.0
fgruppe_wahlen,1997-08-15,1998.0,,1998-09-27,408.0,36.0,40.0,6.0,10.0,4.0,,4.0
fgruppe_wahlen,1997-06-15,1998.0,,1998-09-27,469.0,37.0,38.0,6.0,11.0,4.0,,4.0
fgruppe_wahlen,1997-05-15,1998.0,,1998-09-27,500.0,38.0,38.0,5.0,10.0,4.0,,5.0
fgruppe_wahlen,1997-04-15,1998.0,,1998-09-27,530.0,39.0,36.0,5.0,11.0,4.0,,5.0
fgruppe_wahlen,1997-03-15,1998.0,,1998-09-27,561.0,39.0,35.0,5.0,12.0,4.0,,5.0
fgruppe_wahlen,1997-02-15,1998.0,,1998-09-27,589.0,40.0,35.0,5.0,11.0,4.0,,5.0
fgruppe_wahlen,1997-01-15,1998.0,,1998-09-27,620.0,42.0,33.0,5.0,12.0,4.0,,4.0
fgruppe_wahlen,1996-12-15,1998.0,,1998-09-27,651.0,42.0,34.0,5.0,12.0,4.0,,3.0
fgruppe_wahlen,1996-11-15,1998.0,,1998-09-27,681.0,42.0,34.0,5.0,12.0,4.0,,3.0
fgruppe_wahlen,1996-10-15,1998.0,,1998-09-27,712.0,41.0,35.0,5.0,11.0,4.0,,4.0
fgruppe_wahlen,1996-08-15,1998.0,,1998-09-27,773.0,41.0,35.0,5.0,11.0,4.0,,4.0
fgruppe_wahlen,1996-06-15,1998.0,,1998-09-27,834.0,42.0,33.0,6.0,12.0,4.0,,3.0
fgruppe_wahlen,1996-05-15,1998.0,,1998-09-27,865.0,43.0,32.0,6.0,12.0,4.0,,3.0
fgruppe_wahlen,1996-04-15,1998.0,,1998-09-27,895.0,43.0,31.0,6.0,12.0,4.0,,4.0
fgruppe_wahlen,1996-02-15,1998.0,,1998-09-27,955.0,43.0,33.0,4.0,12.0,4.0,,4.0
fgruppe_wahlen,1996-01-15,1998.0,,1998-09-27,986.0,44.0,32.0,4.0,12.0,4.0,,4.0
fgruppe_wahlen,1995-12-15,1998.0,,1998-09-27,1017.0,42.0,34.0,5.0,12.0,4.0,,3.0
fgruppe_wahlen,1995-11-15,1998.0,,1998-09-27,1047.0,42.0,34.0,5.0,12.0,4.0,,3.0
fgruppe_wahlen,1995-10-15,1998.0,,1998-09-27,1078.0,41.0,35.0,5.0,11.0,4.0,,4.0
fgruppe_wahlen,1995-09-15,1998.0,,1998-09-27,1108.0,41.0,35.0,5.0,11.0,4.0,,4.0
fgruppe_wahlen,1995-07-15,1998.0,,1998-09-27,1170.0,41.0,35.0,5.0,11.0,4.0,,4.0
fgruppe_wahlen,1995-06-15,1998.0,,1998-09-27,1200.0,42.0,36.0,4.0,10.0,4.0,,4.0
fgruppe_wahlen,1995-05-15,1998.0,,1998-09-27,1231.0,42.0,36.0,4.0,10.0,4.0,,4.0
fgruppe_wahlen,1995-04-15,1998.0,,1998-09-27,1261.0,41.0,37.0,5.0,9.0,4.0,,4.0
fgruppe_wahlen,1995-03-15,1998.0,,1998-09-27,1292.0,41.0,37.0,5.0,9.0,4.0,,4.0
fgruppe_wahlen,1995-02-15,1998.0,,1998-09-27,1320.0,41.0,37.0,5.0,9.0,4.0,,4.0
fgruppe_wahlen,1995-01-15,1998.0,,1998-09-27,1351.0,42.0,37.0,5.0,9.0,4.0,,3.0
fgruppe_wahlen,1994-12-17,1998.0,2000.0,1998-09-27,1380.0,43.0,36.0,5.0,9.0,4.0,,3.0
fgruppe_wahlen,1994-11-26,1998.0,2000.0,1998-09-27,1401.0,42.0,37.0,6.0,8.0,4.0,,3.0
fgruppe_wahlen,1994-10-29,1998.0,2000.0,1998-09-27,1429.0,42.0,37.0,6.0,8.0,4.0,,3.0
forsa,1997-04-25,1998.0,2513.0,1998-09-27,520.0,35.0,39.0,5.0,12.0,4.0,,5.0
forsa,1997-04-18,1998.0,2528.0,1998-09-27,527.0,34.0,42.0,4.0,11.0,4.0,,5.0
forsa,1997-04-11,1998.0,1006.0,1998-09-27,534.0,34.0,40.0,5.0,12.0,5.0,,4.0
forsa,1997-04-04,1998.0,2011.0,1998-09-27,541.0,34.0,40.0,5.0,12.0,5.0,,4.0
forsa,1997-03-28,1998.0,2518.0,1998-09-27,548.0,34.0,40.0,5.0,13.0,4.0,,4.0
